"TID","EN"
"TID_NOT_ENOUGH_STORAGE_SPACE_TO_CLAIM_POTION","Can't store more potions, make a villager consume some first in order to claim"
"TID_NOT_ENOUGH_STORAGE_SPACE_TO_CLAIM_VALLEY_RESOURCES","Not enough storage space for this resource"
"TID_CONSTRUCTION_TECH_TOO_LOW","You need to research <TECH> for this upgrade"
"TID_CONSTRUCTION_VILLAGE_TOO_LOW","You need a higher level village to start the required Research Project"
,
"TID_START_ITEM_CREATION","Any previously unfinished item projects will be canceled and the used parts will be lost"
"TID_TOOL_CREATION_FINISHED","<TOOL> is now ready and added to your inventory"
"TID_TOOL_CREATION_INVENTORY_FULL","Inventory full, can't start item creation!"
"TID_CANT_START_ITEM_CREATION_TITLE","Cannot start item creation!"
"TID_CANT_START_ITEM_CREATION","Item inventory is full or you don't have enough parts."
"TID_NOT_ENOUGH_SCRAP","<NEEDED> needed, you have <HAVE>"
,
"TID_CALL_FREE_VOTE","Start custom vote"
"TID_FREE_VOTE_PROMPT_TITLE","Custom Vote"
"TID_FREE_VOTE_PROMPT_TEXT","What question do you want to vote about?"
"TID_FREE_VOTE_PROMPT_OK","Done"
"TID_FREE_VOTE_PROMPT_CANCEL","Cancel"
"TID_VOTE_TITLE_FREE","A vote has been called!"
"TID_VOTE_TITLE_FREE_ENDED","Custom vote ended!"
"TID_VOTE_FREE_RESULT_YES","YES"
"TID_VOTE_FREE_RESULT_NO","NO"
"TID_VOTE_FREE_RESULT_DRAW","Draw"
"TID_VOTE_STARTING_TIME","Voting begins in <TIME>"
"TID_VOTE_OPEN_TIME","Voting open for <TIME>"
"TID_VOTE_ENDED","Voting has ended with result:"
"TID_VOTE_ENDED_NO_RESULT","Voting has ended without a winner"
"TID_NEXT_VOTE_TEXT","Next leader vote in <TIME>"
,
"TID_ONLY_ELDER_IN_PROBATION_LEADER_VOTE","You must stay in this Valley <PROBATIONLEFT> longer to start a leader vote. "
"TID_ONLY_ELDER_LEADER_VOTE","Only players in the Top 3 Reputation ranking can start a leader vote."
"TID_LEADER_VOTE_TITLE","Valley leader election"
"TID_LEADER_VOTE_ENDED_TITLE","Vote ended!"
"TID_LEADER_VOTE_WINNER","The new leader is:"
,
"TID_CONSTRUCTION_VOTE_TITLE","Next construction project"
"TID_CONSTRUCTION_VOTE_INFO","<BUILDING> Level <LEVEL>"
,
,
"TID_REFILL","Refill"
"TID_BOOST","Boost"
"TID_PAUSE","Pause"
"TID_REFILL_BOOST_FLOATER","-<AMOUNT>"
,
"TID_REQUEST_HELP","Request help from other villages"
"TID_BUTTON_CONFIRM","Confirm"
"TID_WORKER_SEARCH_TEXT","Requesting"
,
"TID_NATION_BUILDING_CASTLE","Great Library"
"TID_NATION_BUILDING_CASTLE_INFO","Take on Research Projects with your Valley at the Great Library! Use Books from completing Science Ship tasks to advance progress."
"TID_NATION_VOTING","Voting"
"TID_OR","or"
"TID_WINNER","Winner"
"TID_YOUR_VOTE","You voted"
"TID_LEADER_POPUP_TITLE","Valley leader actions"
"TID_LEADER_POPUP_VOTE_INFO","You can ask Valley members to vote on your custom topic. Type a question that can be answered with YES or NO."
"TID_LEADER_POPUP_VOTE_CLOSED","You can launch a custom vote after the previous one expires in <TIME>"
"TID_LEADER_POPUP_INPUT_FIELD","Type a question that can be answered with YES or NO."
"TID_NATION_MEMBERS_LIST_TITLE","Villages in <NATION>"
"TID_CHAT_POPUP_TITLE","Valley Chat"
"TID_NEW_MESSAGES","NEW MESSAGES"
"TID_ADD_FREE_VOTE","Add Vote"
,
"TID_NATION_CASTLE","Great Library"
"TID_HOME","Home"
"TID_MORE_BUILDABLE_INDICATOR_FORMAT","+<AMOUNT>"
"TID_TOOL_TAG_NEW","New!"
,
"TID_CARRIERS_AVAILABLE","Donkeys available: <count>/<max>"
"TID_CARRIERS_RETURNING","Donkey returning in <time>"
,
"TID_BUILDING_VALUE","This building is worth:"
,
"TID_CHALLENGE_POPUP_WORKER_REWARD","Villager participant reward:"
"TID_CHALLENGE_POPUP_DETAILS_TITLE","Challenge details"
"TID_CHALLENGE_POPUP_RESOURCE_TEXT","Max contribution:"
"TID_CHALLENGE_POPUP_REWARD_TEXT","Max Valley Books:"
"TID_CHALLENGE_POPUP_PREPARATION_TIME","Challenge time: <TIME>"
"TID_CHALLENGE_POPUP_PREPARATION_TIME_LEFT","Challenge time left:"
"TID_CHALLENGE_POPUP_START_CHALLENGE","Start Challenge"
"TID_CHALLENGE_POPUP_PROGRESS_HEADER","Challenge Progress"
"TID_CHALLENGE_POPUP_PARTY_HEADER","Party members:"
"TID_CHALLENGE_POPUP_RESOURCES_HEADER","Resources:"
"TID_CHALLENGE_POPUP_RESOURCE_PROGRESS","<PROGRESS>/<TOTAL>"
"TID_CHALLENGE_POPUP_REVIEW_TITLE","Challenge review"
"TID_CHALLENGE_POPUP_REWARDS_TITLE","Challenge rewards"
"TID_CHALLENGE_POPUP_CHALLENGE_COMPLETE","Challenge completed"
"TID_CHALLENGE_POPUP_NO_REWARDS","Party came back empty handed"
"TID_CHALLENGE_POPUP_COLLECT_REWARDS","Collect Rewards"
"TID_CHALLENGE_POPUP_YOUR_RESOURCES","You have: <AMOUNT>"
"TID_CHALLENGE_POPUP_DONE","Done"
"TID_CHALLENGE_POPUP_TROPHY_TITLE","Books Gained"
"TID_CHALLENGE_POPUP_CHOOSE_WORKER_TITLE","Choose Villager"
"TID_CHALLENGE_POPUP_EMPTY_SLOT","Empty slot"
"TID_CHALLENGE_POPUP_PARTY_TEXT","Party contribution"
"TID_CHALLENGE_POPUP_RANDOM_TEXT","Random luck"
"TID_CHALLENGE_POPUP_CHALLENGE_FULL","Challenge full"
,
"TID_REPUTATION_ROAD_TITLE","Reputation Road"
,
"TID_NOT_ENOUGH_RESOURCES","Not enough resources"
"TID_STORAGE_FULL","Storage is full"
"TID_UPGRADE_IN_PROBATION","You must stay in this Valley for <PROBATIONLEFT> longer to start an upgrade. "
"TID_UPGRADE_NOT_LEADER","Only players in the Top 3 Reputation ranking can start the upgrade."
"TID_UPGRADE_TOO_MANY_CONSTRUCTIONS","Too much construction taking place"
"TID_CAPITAL_INFO","Tower Level"
"TID_ALL_CARRIERS_BUSY","All donkeys are busy"
"TID_DONATION_POSSIBLE_IN","Donation possible in:"
,
"TID_NATION_BUILDING_RESEARCH_ACADEMY","Researchers' Guild"
"TID_NATION_BUILDING_RESEARCH_ACADEMY_INFO","Train your villagers to be faster at Researching. "
"TID_NATION_BUILDING_LUMBERJACK_ACADEMY","Woodcutters' Guild"
"TID_NATION_BUILDING_LUMBERJACK_ACADEMY_INFO","Train your villagers to be faster at Woodcutting."
"TID_NATION_BUILDING_CLAYDIGGER_ACADEMY","Clay Diggers' Guild"
"TID_NATION_BUILDING_CLAYDIGGER_ACADEMY_INFO","Train your villagers to be faster at Clay Digging."
"TID_NATION_BUILDING_STONEMASON_ACADEMY","Stonemasons' Guild"
"TID_NATION_BUILDING_STONEMASON_ACADEMY_INFO","Train your villagers to be faster at Stone Cutting."
"TID_NATION_BUILDING_FARMER_ACADEMY","Farmers' Guild"
"TID_NATION_BUILDING_FARMER_ACADEMY_INFO","Train your villagers to be faster at Farming."
"TID_NATION_BUILDING_CONSTRUCTION_ACADEMY","Builders' Guild"
"TID_NATION_BUILDING_CONSTRUCTION_ACADEMY_INFO","Train your villagers to be faster at Building."
"TID_NATION_BUILDING_WHEAT_FIELD","Wheat Field"
"TID_NATION_BUILDING_WHEAT_FIELD_INFO","Send your villagers here to harvest wheat! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_SHEEP_PASTURE","Sheep Pasture"
"TID_NATION_BUILDING_SHEEP_PASTURE_INFO","Send your villagers here to gather wool! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_BAKERY","Bakery"
"TID_NATION_BUILDING_BAKERY_INFO","Produce mouthwatering Bakery products! Unlock more bakery products in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_TAILOR","Tailor"
"TID_NATION_BUILDING_TAILOR_INFO","Produce fashionable clothing items! Unlock more clothing items in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_POTION_MAKER","Potion Maker"
"TID_NATION_BUILDING_POTION_MAKER_INFO","Produce helpful potions! Unlock more potions in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_CANNERY","Preservery"
"TID_NATION_BUILDING_CANNERY_INFO","Produce delicious preserved foods! Unlock more preserves in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_DYESHOP","Dye Workshop"
"TID_NATION_BUILDING_DYESHOP_INFO","Produce vibrant dyes! Unlock more dyes in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_TOYWORKSHOP","Toy Workshop"
"TID_NATION_BUILDING_TOYWORKSHOP_INFO","Produce adorable toys! Unlock more toys in your Village Study. Upgrade this building to gain more production slots."
"TID_NATION_BUILDING_FISHINGSPOT","Fishing Hut"
"TID_NATION_BUILDING_FISHINGSPOT_INFO","Send your villagers here to catch fish! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_COTTONFIELD","Cotton Field"
"TID_NATION_BUILDING_COTTONFIELD_INFO","Send your villagers here to gather cotton! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_INDIGOFIELD","Indigo Field"
"TID_NATION_BUILDING_INDIGOFIELD_INFO","Send your villagers here to gather beautiful indigo! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_SUGARFIELD","Sugar Field"
"TID_NATION_BUILDING_SUGARFIELD_INFO","Send your villagers here to collect sugar! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_SALTFIELD","Salt Field"
"TID_NATION_BUILDING_SALTFIELD_INFO","Send your villagers here to gather salt! Earn Reputation to gain additional villager slots."
"TID_NATION_BUILDING_MONUMENT_01","Grand Monument"
"TID_NATION_BUILDING_MONUMENT_01_INFO","Build the Grand Monument to celebrate the magnificence your Valley!"
"TID_NATION_PREMIUM_BOAT_SITE","Premium Dock"
"TID_INFO_TITLE_PREMIUM_BOAT_SITE","Info"
"TID_NATION_PREMIUM_BOAT_SITE_INFO","Summon ships from any known trade partners here"
"TID_BOAT_HUD_SUMMON","Summon"
,
"TID_BUTTON_CLAIM","Claim"
"TID_TRADING_POPUP_REQUEST","Request"
"TID_TRADING_POPUP_TITLE","Trading post"
"TID_TRADING_POPUP_REQUEST_TITLE","Your request"
"TID_TRADING_POST_CHOOSE_RESOURCE","Choose resource to request from the other villages"
"TID_TRADING_POPUP_REQUESTING_INFO","You are now requesting resources from other villages"
"TID_TRADING_POPUP_REQUEST_EXPIRES","Request expires in:"
"TID_TRADING_POPUP_COOLDOWN_INFO","Next request available in:"
"TID_TRADING_POPUP_WAITING_TEXT","Waiting for donations"
"TID_TRADING_POPUP_DONKEY_INFO","Incoming donkeys"
"TID_TRADING_POPUP_DELIVERY_INFO","Ready to collect"
"TID_TRADING_POPUP_REQUEST_PROGRESS","<SENT> of max <MAX> sent to you"
"TID_TRADE_POPUP_REQUEST_SIZE","<AMOUNT>x"
"TID_TRADING_POST_REQUEST_EXPIRED","This request has timed out"
"TID_TRADING_POPUP_NEW_REQUEST","New Request"
"TID_BUTTON_CLAIM_ALL","Claim All"
"TID_REQUEST_ENTRY_REQUESTING","Waiting for someone to donate"
"TID_REQUEST_ENTRY_RECEIVING","from <NAME> being delivered"
"TID_REQUEST_ENTRY_CLAIM","Collectable now from <NAME>"
"TID_REQUEST_ENTRY_COMPLETE","Delivery from <NAME> completed"
"TID_REQUEST_ENTRY_AMOUNT","1x"
"TID_REQUEST_ENTRY_TIMED_OUT","Timed out without donation"
,
"TID_POTION_MAKER_TITLE","Potion Storage"
"TID_POTION_MAKER_NOTHING_SELETED","First select Potion above"
"TID_POTION_MAKER_RECIPE_TITLE","Craft this Potion?"
"TID_POTION_MAKER_EMPTY_RECIPE_TITLE","Which potion to create?"
"TID_POTION_MAKER_MISSING_INGREDIENT","<NEEDED> needed, you have <HAVE>"
"TID_POTION_MAKER_CRAFT_POTION","Craft Potion"
"TID_POTION_MAKER_ASSIGN_POTION","Consume"
"TID_POTION_MAKER_INVENTORY_NO_SELECTION_TITLE","Consume a potion?"
"TID_POTION_MAKER_INVENTORY_NO_SELECTION","First select a potion above"
"TID_POTION_MAKER_NO_SPACE","Your potion inventory is full"
"TID_POTION_MAKER_REMOVE_WORKER","Remove Villager?"
"TID_POTION_MAKER_CHOOSE_WORKER_TITLE","Choose a Villager"
"TID_POTION_MAKER_CHOOSE_WORKER_TEXT","Choose who should make the potion"
"TID_POTION_MAKER_ASSIGN_TO_TITLE","Consume Potion"
"TID_POTION_MAKER_ASSIGN_TO_TEXT","Choose a villager to receive this potion "
"TID_POTION_MAKER_WORKER_ALREADY_HAS_POTION","<VILLAGER> is already affected by another potion!"
"TID_POTION_MAKER_ALREADY_CRAFTING","This potion is already being crafted"
"TID_POTION_MAKER_START_ANOTHER_TITLE","Start crafting another Potion?"
"TID_POTION_MAKER_START_ANOTHER","The currently crafted potion will not be finished and its ingredients will be lost."
"TID_POTION_MAKER_START_ANOTHER_NO","Cancel"
"TID_POTION_MAKER_START_ANOTHER_YES","Okay"
"TID_POTION_MAKER_MAKING_LOCKED_TITLE","Which potion to create?"
"TID_POTION_MAKER_MAKING_LOCKED_TEXT",
"TID_POTION_MAKER_MAKING_LOCKED_DISCLAIMER","Upgrade the Potion Maker to unlock potion making."
"TID_POTION_MAKER_INGREDIENT_CAPACITY_NAME","Ingredient"
"TID_POTION_MAKER_ASSING_MISSING_WORKER","Assign Villager"
"TID_POTION_MAKER_BEING_CRAFTED","Currently crafting this potion!"
"TID_POTION_MAKER_INGREDIENT_SINKER","-<AMOUNT>"
"TID_POTION_MAKER_INGREDIENTS","Ingredients:"
"TID_NO_ACTIVE_POTION","No Active Potion"
"TID_POTION_EMPTY_ACTIVE_SELECTED_TITLE","Empty"
"TID_POTION_EMPTY_ACTIVE_SELECTED","<VILLAGER> doesn't have an active potion"
"TID_POTION_EMPTY_ACTIVE_SELECTED_INSTRUCTION","You can make new potions at the Valley Potion Maker or buy them from the Shop."
"TID_POTION_ACTIVE_SELECTED","<VILLAGER> is currently affected by this potion"
,
"TID_NATION_LEADERBOARD_TITLE","Top Valleys"
"TID_NATION_LEADERBOARD_EXP_DESC","The most advanced Valleys in the world!"
"TID_NATION_LEADERBOARD_MONUMENT_DESC","The best Monument builders in the world!"
,
"TID_GUILD_POPUP_LEVEL_INFO","Level <level>"
"TID_GUILD_POPUP_LEVEL_INFO_BOOST","+<pct>%"
,
"TID_GUILD_WORKER_SELECTION_TITLE","Choose a Villager"
"TID_GUILD_WORKER_BUTTON_ASSIGN","Assign"
"TID_GUILD_NOT_ENOUGH_XP","More XP needed (<AMOUNT>/<NEEDED>)"
"TID_GUILD_MAX_LEVEL_REACHED","Villager already at max guild level"
"TID_GUILD_NOT_ENOUGH_REPUTATION","You need to raise your Reputation to reach Skill level <LEVEL>"
"TID_GUILD_MAX_LEVEL_FOR_BUILDING_LEVEL","Upgrade building to study more Guild levels"
"TID_GUILD_MAX_LEVEL_FOR_HOUSE_LEVEL","Upgrade <VILLAGER>'s House to study more Guild levels"
"TID_GUILD_ALL_SLOTS_FULL","Only one Villager at a time allowed"
"TID_GUILD_NOT_ENOUGH_COINS","Not enough coins (<AMOUNT>/<REQUIRED>)"
"TID_GUILD_NO_EDUCATION_TECH","Research Education in the village first"
"TID_GUILD_TRAIN_BUTTON","Train Villager"
"TID_GUILD_TRAINING_DURATION","Training Duration:"
"TID_GUILD_TRAINING_BOOST","Boosts <PROFESSION> efficiency:"
"TID_GUILD_ASSIGN_BUTTON","Train"
"TID_GUILD_TRAIN_TITLE","<VILLAGER> Level <LEVEL>"
"TID_GUILD_BUILDING_LEVEL_REQUIRED","Requires <BUILDING> level <LEVEL>"
"TID_GUILD_WORKER_DESCRIPTION","<VILLAGER> is getting better at <SPECIALITY> now."
,
"TID_PRODUCTION_AREA_ALL_SLOTS_FULL","All productions slots in use!"
"TID_PRODUCTION_AREA_FREE_SLOTS","Free slot x <AMOUNT>"
"TID_PRODUCTION_AREA_RESOURCE_PRODUCTION","<RES> Production"
"TID_PRODUCTION_AREA_PRODUCES","Produces:"
"TID_PRODUCTION_AREA_BUTTON_ASSIGN","Assign Villager"
"TID_PRODUCTION_AREA_COST","Duration:"
"TID_PRODUCTION_AREA_WORKER_SELECTION_TITLE","Choose a Villager"
"TID_PRODUCTION_AREA_WORKER_SELECTION_TEXT","Who should go to <TARGET>?"
"TID_PRODUCTION_AREA_SEND_WORKER_TEXT","Send <VILLAGER> to <TARGET> for <DURATION>"
"TID_PRODUCTION_AREA_BUTTON_REMOVE_WORKER","Remove"
"TID_PRODUCTION_AREA_BUTTON_CLAIM","Claim"
"TID_PRODUCTION_AREA_WORKER_READY","READY"
"TID_PRODUCTION_AREA_WORKER_INFO_PRODUCED","<RES>Produced"
"TID_PRODUCTION_AREA_WORKER_INFO_TIME_LEFT","Time Left"
"TID_PRODUCTION_AREA_REMOVE_WORKER_TITLE","Remove <NAME>?"
"TID_PRODUCTION_AREA_REMOVE_WORKER_TEXT","<NAME>'s work on <TARGET> is not done yet. Are you sure you want to return <NAME> to home village early? You will receive <AMOUNT> x <RES>."
"TID_PRODUCTION_AREA_WORKER_SELECTION_INFO_TEXT","Time <NAME> will spend working at <TARGET>:"
"TID_PRODUCTION_AREA_INVENTORY_AMOUNT","You have: <AMOUNT>/<MAX>"
"TID_PRODUCTION_AREA_NO_STORAGE","Build a Warehouse in your village to store <RES>!"
"TID_PRODUCTION_AREA_STORAGE_FULL","Your <RES> storage is full!"
"TID_PRODUCTION_AREA_NOT_ENOUGH_REPUTATION","Earn more Reputation to unlock access to Production Areas"
"TID_PRODUCTION_AREA_NOT_ENOUGH_REPUTATION_SLOTS","All production slots for your current reputation level are in use"
"TID_PRODUCTION_AREA_MAX_SLOTS_IN_USE","All your production slots are in use"
"TID_PRODUCTION_AREA_WORKER_BUTTON_ASSIGN","Assign"
"TID_PRODUCTION_AREA_SEND_VILLAGER","Send Villager"
"TID_PRODUCTION_AREA_WORKER_BUSY","Villager is busy!"
"TID_PRODUCTION_AREA_TIME_TOOLTIP","Full production time <DURATION>, sped up by active boosts:\n"
"TID_PRODUCTION_AREA_TIME_TOOLTIP_POTION_PART","Potion <POTION_BOOST>\n"
"TID_PRODUCTION_AREA_TIME_TOOLTIP_EDUCATION_PART","Training <EDUCATION_BOOST>\n"
"TID_PRODUCTION_AREA_TIME_TOOLTIP_PERK_PART","Valley Perk <PERK_BOOST>\n"
,
"TID_NOTIFICATION_FOOD_RAN_OUT","Your villagers have run out of soup!"
"TID_NOTIFICATION_ALL_BLOCKED","Your villagers have gotten stuck! "
"TID_NOTIFICATION_ALL_FREE","Your villagers have finished all their work!"
"TID_NOTIFICATION_CONSTRUCTION_BLOCKED","Construction blocked!"
,
"TID_NO_NATION_NOTIFICATION_LEAVE_TITLE","Joining to the Valley"
"TID_NO_NATION_NOTIFICATION_LEAVE_TEXT","Please hold while you are being joined to the Valley"
"TID_NO_NATION_NOTIFICATION_LEAVE_BUTTON","Retry"
"TID_NO_NATION_NOTIFICATION_KICKED_TITLE","Kicked Out"
"TID_NO_NATION_NOTIFICATION_KICKED_TEXT","You have been kicked out of your Valley. Tap the button below to join a new Valley."
"TID_NO_NATION_NOTIFICATION_KICKED_BUTTON","Join"
"TID_NO_NATION_NOTIFICATION_AUTO_KICK_TITLE","Welcome back!"
"TID_NO_NATION_NOTIFICATION_AUTO_KICK_TEXT","You were replaced from the previous valley due to inactivity but you can now join a new Valley."
"TID_NO_NATION_NOTIFICATION_AUTO_KICK_BUTTON","Join"
"TID_NO_NATION_NOTIFICATION_INVITE_TITLE","Joining a Valley"
"TID_NO_NATION_NOTIFICATION_INVITE_TEXT","Transferring to new Valley"
"TID_NO_NATION_NOTIFICATION_OTHER_TITLE","Not in a Valley"
"TID_NO_NATION_NOTIFICATION_OTHER_TEXT","Please tap the button below to join a Valley."
"TID_NO_NATION_NOTIFICATION_OTHER_BUTTON","Join"
,
"TID_VILLAGE_SLOT_CODE_COPIED","Invite code copied to clipboard."
"TID_VILLAGE_SLOT_BUTTON_LOCKED","Locked"
"TID_VILLAGE_SLOT_BUTTON_UNLOCKED","Unlocked"
,
"TID_LEAVE_NATION_TITLE","Join a New Valley"
"TID_LEAVE_NATION_ANY_TEXT","Leave the current Valley and let the game choose a new Valley for you."
"TID_LEAVE_NATION_ANY_BUTTON","Join Any"
"TID_LEAVE_NATION_CODE_TEXT","Join a new Valley with an invitation code."
"TID_LEAVE_NATION_CODE_BUTTON","Join with Code"
"TID_LEAVE_NATION_CODE_ERROR_EMPTY","Code cannot be empty"
"TID_LEAVE_NATION_CODE_ERROR_NOT_VALID","Code is not valid"
,
"TID_VALLEY_INFO","Your current valley is level <LEVEL>.\nYou have <AMOUNT>/<MAX> Valley XP toward the next level.\nGain points by building and upgrading."
"TID_LEADERBOARD_BUTTON","Leaderboards"
"TID_LEADERBOARD_MODE_EXP_POINTS","XP"
"TID_LEADERBOARD_MODE_CHALLENGE_SCORE","Challenge Points"
"TID_LEADERBOARD_MODE_MONUMENT_LEVEL","Grand Monument Level"
,
"TID_BUTTON_MARKET_SELL","SELL"
"TID_BUTTON_MARKET_BUY","BUY"
,
"TID_NATION_BUILDING_NATION_HARBOUR","Harbor"
"TID_NATION_BUILDING_NATION_HARBOUR_INFO","Trade with distant lands at the harbor. Check in often to browse traders and their goods. You never know who you’ll meet next. Ahoy!"
"TID_NATION_BUILDING_HARBOUR_INFO_PAGE_TITLE","Page <PAGE>/<TOTAL>"
"TID_NATION_BUILDING_HARBOUR_INFO_PAGE_1","Trade goods with trading partners at the Valley harbor. Sailing on ships with special features, different partners offer different opportunities."
"TID_NATION_BUILDING_HARBOUR_INFO_PAGE_2","Elders may choose which trade partners drop anchor in Docks I and II. Any Valley member may summon a premium ship to the Premium Dock."
"TID_NATION_BUILDING_HARBOUR_INFO_PAGE_3","The more you trade with a partner the better your trade relationship becomes. A good relationship improves the rewards you receive from tasks."
,
"TID_TASK_LIST_TITLE","Harbor"
"TID_TASK_LIST_NO_SELECTION_TITLE","Insert NPC name here!"
"TID_TASK_LIST_NO_SELECTION","Hello there! Looking to earn some coins or other rewards? Choose a trade from above!"
"TID_TASK_LIST_BOAT_NO_SELECTION","Each Shipping task you take consumes one Shipping Token. Shipping Tokens regenerate over time."
"TID_TASK_LIST_BOAT_NO_SELECTION_NEXT_PERMISSION","Next Shipping Token available in <TIME>"
"TID_TASK_LIST_CONSTRUCTION_NO_SELECTION","Each construction task you take consumes one Construction Token. Construction Tokens regenerate over time."
"TID_TASK_LIST_CONSTRUCTION_NO_SELECTION_NEXT_PERMISSION","Next Construction Token available in <TIME>"
"TID_TASK_LIST_CHALLENGE_NO_SELECTION","Each challenge task you take consumes one Challenge Token. Challenge Tokens regenerate over time."
"TID_TASK_LIST_CHALLENGE_NO_SELECTION_NEXT_PERMISSION","Next Challenge Token available in <TIME>"
"TID_TASK_LIST_PERMISSION_FORMAT","<COUNT>/<MAX>"
"TID_TASK_LIST_REWARDS","Rewards"
"TID_TASK_LIST_DESC","Deliver these resources to claim the rewards."
"TID_TASK_LIST_BUILDING_DESC","Deliver these resources to help with the building project."
"TID_TASK_LIST_TAKE_TASK","Take task"
"TID_TASK_LIST_COMPLETE_TASK","Complete"
"TID_TASK_LIST_OWN_TASK","Your task"
"TID_TASK_LIST_OTHER_TASK_ITEM","Taken by <OTHER>"
"TID_TASK_LIST_OTHER_TASK_DISCLAIMER","This task was already taken by <OTHER>"
"TID_TASK_LIST_ALREADY_HAVE_TASK","You already have an active task"
"TID_TASK_LIST_FULFILL_TASK","Fulfill"
"TID_TASK_LIST_REQUIRED_AMOUNT_FORMAT","x<AMOUNT>"
"TID_TASK_LIST_NOTIF_FORMAT","<COUNT>/<REQUIRED>"
"TID_TASK_LIST_OWN_RESOURCES","You have: <AMOUNT>"
"TID_TASK_LIST_CANCEL_TITLE","Cancel task?"
"TID_TASK_LIST_CANCEL_TEXT","You won't get back the resources you already added!"
"TID_TASK_LIST_CANCEL_NO","No"
"TID_TASK_LIST_CANCEL_YES","Yes"
"TID_TASK_LIST_CANCEL_COST_FORMAT","-<AMOUNT>"
"TID_TASK_LIST_STORAGE_TITLE","Are you sure you want to take this task?"
