"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_07","bg_image_valley_background",,"Figurine",7,"SaltPot",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_08","bg_image_valley_background",,"Pottery",5,"Mushroom",9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_09","bg_image_valley_background",,"HoneyPot",2,"Socks",3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_10","bg_image_valley_background",,"BerryPie",1,"SaltedFish",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_11","bg_image_valley_background",,"Statuette",6,"Cotton",9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_12","bg_image_valley_background",,"Figurine",8,"Pottery",8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_13","bg_image_valley_background",,"HoneyPot",1,"Stone",22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_14","bg_image_valley_background",,"SaltedFish",1,"Salt",14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_15","bg_image_valley_background",,"Tunic",1,"Socks",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_16","bg_image_valley_background",,"AppleJam",2,"SugarApple",3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_17","bg_image_valley_background",,"Wool",15,"Pottery",8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_18","bg_image_valley_background",,"Stone",27,"Wool",12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE022_BAYCLEANUP_STAGE3","sc3d/valley_event_bay_clean_up.glb#stage3","sc/npc_characters.sc","emote_harbor_master_idle",86400,"bg_image_valley_event_bay_cleanup",,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,"TID_CHALLENGE022_BAYCLEANUP_LOSE_STAGE3","sc3d/valley_event_bay_clean_up.glb#stage3","sc/npc_characters.sc","emote_harbor_master_wave","bg_image_valley_event_bay_cleanup",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_04","bg_image_valley_background",,"ApplePie",1,"Statuette",6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_05","bg_image_valley_background",,"Coins",209,"Trousers",2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_06","bg_image_valley_background",,"SaltPot",1,"Clay",22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_07","bg_image_valley_background",,"Statuette",4,"HoneyPot",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_08","bg_image_valley_background",,"Figurine",7,"Pottery",6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_09","bg_image_valley_background",,"Fish",4,"SaltPot",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_10","bg_image_valley_background",,"Mushroom",7,"Wood",20,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_11","bg_image_valley_background",,"Trousers",2,"AppleJam",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE3_JOB_12","bg_image_valley_background",,"Egg",16,"SaltedFish",1,,,,,,,,,,,,,,,,
"Challenge023_SpiritParade","TID_CHALLENGE023_SPIRITPARADE_TITLE","Builder","ChallengeCart",100,"Academy",,,"ChallengeSiteGrass4",,1209600,5,,,,,,,1,"TID_CHALLENGE023_SPIRITPARADE_INTRO","sc3d/valley_event_spirit_parade.glb#stage1","sc/npc_characters.sc","emote_builder_wave",259200,"bg_image_valley_event_spirit_parade","TID_CHALLENGE023_SPIRITPARADE_STAGE1","sc3d/valley_event_spirit_parade.glb#stage1","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_spirit_parade",30,100,100,50,100,100,100,"ConstructionAny","ClothesProdArea","CraftsDyeBasic",,,,,,,,,,,"TID_CHALLENGE023_SPIRITPARADE_WIN","sc3d/valley_event_spirit_parade.glb#stage4","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_spirit_parade","TID_CHALLENGE023_SPIRITPARADE_LOSE_STAGE1","sc3d/valley_event_spirit_parade.glb#stage1","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_spirit_parade",86400,"NoHunger",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE023_SPIRITPARADE_STAGE2","sc3d/valley_event_spirit_parade.glb#stage2","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_spirit_parade",30,100,100,60,100,100,100,"FoodCrafted",,,,,,,,,,,,,,,,,,"TID_CHALLENGE023_SPIRITPARADE_LOSE_STAGE2","sc3d/valley_event_spirit_parade.glb#stage2","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_spirit_parade",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE023_SPIRITPARADE_STAGE3","sc3d/valley_event_spirit_parade.glb#stage3","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_spirit_parade",,,,,,,,,,,28800,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,"TID_CHALLENGE023_SPIRITPARADE_LOSE_STAGE3","sc3d/valley_event_spirit_parade.glb#stage3","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_spirit_parade",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_03","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_08","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_09","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_10","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_11","bg_image_valley_construction","Builder","Coins",558,,,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_12","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_13","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_14","bg_image_valley_background",,"Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE023_SPIRITPARADE_STAGE3_JOB_15","bg_image_valley_construction","Builder","Coins",244,,,18,,,,,,,,,,,,,,,
"Challenge024_BreadPupLost","TID_CHALLENGE024_BREADPUPLOST_TITLE","Baker","ChallengeCart",100,"Academy",,,"ChallengeSiteBakery",,1209600,4,,"NationBakery",2,,,,1,"TID_CHALLENGE024_BREADPUPLOST_INTRO","sc3d/valley_event_breadpup_lost.glb#stage1","sc/npc_characters.sc","emote_baker_wave",259200,"bg_image_valley_event_bread_pup_lost","TID_CHALLENGE024_BREADPUPLOST_STAGE1","sc3d/valley_event_breadpup_lost.glb#stage1","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_bread_pup_lost",24,100,100,50,100,100,100,"FoodCrafted","ClothesCrafted","Apple",,,,,,,,,,,"TID_CHALLENGE024_BREADPUPLOST_WIN","sc3d/valley_event_breadpup_lost.glb#stage4","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_bread_pup_lost","TID_CHALLENGE024_BREADPUPLOST_LOSE_STAGE1","sc3d/valley_event_breadpup_lost.glb#stage1","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_bread_pup_lost",86400,"FasterNationBakery",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE024_BREADPUPLOST_STAGE2","sc3d/valley_event_breadpup_lost.glb#stage2","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_bread_pup_lost",,,,,,,,,,,21600,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_01","bg_image_valley_background",,"Coins",209,,,15,,,,,,,"TID_CHALLENGE024_BREADPUPLOST_LOSE_STAGE2","sc3d/valley_event_breadpup_lost.glb#stage2","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_bread_pup_lost",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",558,,,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_07","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_08","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE024_BREADPUPLOST_STAGE2_JOB_09","bg_image_valley_background",,"Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE024_BREADPUPLOST_STAGE3","sc3d/valley_event_breadpup_lost.glb#stage3","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_bread_pup_lost",,,,,,,,,,,14400,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_01","bg_image_valley_background",,"Coins",139,,,10,,,,,,,"TID_CHALLENGE024_BREADPUPLOST_LOSE_STAGE3","sc3d/valley_event_breadpup_lost.glb#stage3","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_bread_pup_lost",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_02","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_03","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_04","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_05","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_06","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_07","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_08","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE024_BREADPUPLOST_STAGE3_JOB_09","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
"Challenge025_SaltySealife","TID_CHALLENGE025_SALTYSEALIFE_TITLE","Farmers","ChallengeCart",100,"Academy",,,"ChallengeSiteSaltField",,1209600,3,,"NationSaltField",1,,,,1,"TID_CHALLENGE025_SALTYSEALIFE_INTRO","sc3d/valley_event_salty_sealife.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave",259200,"bg_image_valley_event_salty_sea_life","TID_CHALLENGE025_SALTYSEALIFE_STAGE1","sc3d/valley_event_salty_sealife.glb#stage1","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_salty_sea_life",,,,,,,,,,,43200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,"TID_CHALLENGE025_SALTYSEALIFE_WIN","sc3d/valley_event_salty_sealife.glb#stage4","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_salty_sea_life","TID_CHALLENGE025_SALTYSEALIFE_LOSE_STAGE1","sc3d/valley_event_salty_sealife.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_salty_sea_life",86400,"FasterNationSaltField",86400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_06","bg_image_village_library","Researcher","Honey",17,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_10","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_11","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE1_JOB_12","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE025_SALTYSEALIFE_STAGE2","sc3d/valley_event_salty_sealife.glb#stage2","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_salty_sea_life",36,100,100,50,100,100,100,"Wood","Socks","Trousers",,,,,,,,,,,,,,,,"TID_CHALLENGE025_SALTYSEALIFE_LOSE_STAGE2","sc3d/valley_event_salty_sealife.glb#stage2","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_salty_sea_life",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3","sc3d/valley_event_salty_sealife.glb#stage3","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_salty_sea_life",,,,,,,,,,,43200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE025_SALTYSEALIFE_LOSE_STAGE3","sc3d/valley_event_salty_sealife.glb#stage3","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_salty_sea_life",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_02","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_03","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_06","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_07","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_08","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_09","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_10","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_11","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_12","bg_image_valley_construction","Builder","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_13","bg_image_valley_construction","Builder","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_14","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE025_SALTYSEALIFE_STAGE3_JOB_15","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
